Product_Name,Revenue,Revenue_Rank
"Suite for Solo Cello No. 1 in G Major, BWV 1007: I. Prélude",0.99,352
"The Trooper",0.99,352
"Carolina Hard-Core Ecstasy",0.99,352
"You've Been A Long Time Coming",0.99,352
"Soot & Stars",0.99,352
"Funk Hum",0.99,352
"Machine Men",0.99,352
"The Ocean",0.99,352
Zither,0.99,352
Crossroads,0.99,352
"It's A Man's Man's Man's World",0.99,352
"Your Blue Room",0.99,352
"Born To Move",0.99,352
"Love Of My Life",0.99,352
"Spank Thru",0.99,352
"Walking Wounded",0.99,352
"F**k Me Pumps",0.99,352
"Genghis Khan",0.99,352
"Tuesday's Gone",0.99,352
"Damage Case",0.99,352
"Instant Karma",0.99,352
"Sítio Do Pica-Pau Amarelo",0.99,352
"O Que Será (À Flor Da Terra)",0.99,352
"That's The Way",0.99,352
"Sapato 36",0.99,352
"Dancing In The Street",0.99,352
"I Know Somethin (Bout You)",0.99,352
"May This Be Love",0.99,352
"Why Go",0.99,352
"Black Night",0.99,352
Overtime,0.99,352
"Vai Valer",0.99,352
"New Love",0.99,352
"Losfer Words",0.99,352
Hypnotize,0.99,352
"Filho Maravilha",0.99,352
Time,0.99,352
Stormbringer,0.99,352
"Pot-Pourri N.º 2",0.99,352
"Busca Vida",0.99,352
"Nosso Adeus",0.99,352
"Iron Maiden",0.99,352
"Geek Stink Breath",0.99,352
"Tommy Gun",0.99,352
"Muita Bobeira",0.99,352
"Pretty Tied Up",0.99,352
"Eu Também Quero Beijar",0.99,352
"Tudo Bem",0.99,352
"Água E Fogo",0.99,352
"Sapopemba e Maxambomba",0.99,352
"My Hero",0.99,352
"Smoked Pork",0.99,352
"Black Dog",0.99,352
"Me In Honey",0.99,352
Acelerou,0.99,352
"Wrote A Song For Everyone",0.99,352
Dee,0.99,352
"The Unbeliever",0.99,352
"Top Top",0.99,352
"Please Don't Touch",0.99,352
"As Tears Go By",0.99,352
"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",0.99,352
"All Star",0.99,352
"The Unforgiven",0.99,352
"Hands All Over",0.99,352
"Pela Internet (Live)",0.99,352
"Your Time Is Gonna Come",0.99,352
"Green Grow The Rushes",0.99,352
Numb,0.99,352
Layla,0.99,352
Amazing,0.99,352
"Soul Education",0.99,352
"Off He Goes",0.99,352
"Admirável Gado Novo",0.99,352
"Bye Bye Blackbird",0.99,352
"Mãe Terra",0.99,352
"I'm A Boy",0.99,352
"Partita in E Major, BWV 1006A: I. Prelude",0.99,352
"Heaven Can Wait",0.99,352
"Black Diamond",0.99,352
"Bleeding Me",0.99,352
"Wet My Bed",0.99,352
"Fairies Wear Boots",0.99,352
"Extraordinary Girl",0.99,352
"No Quarter",0.99,352
"This Is The Place",0.99,352
"Feel Your Love Tonight",0.99,352
"King For A Day",0.99,352
"Plaster Caster",0.99,352
"Black Light Syndrome",0.99,352
"Commercial 2",0.99,352
"Live and Let Die",0.99,352
"Maracatu De Tiro Certeiro",0.99,352
Giz,0.99,352
Xanadu,0.99,352
"Samba Pra Endrigo",0.99,352
Desaforo,0.99,352
Solo-Panhandler,0.99,352
"All Because Of You",0.99,352
Hysteria,0.99,352
Lodi,0.99,352
Selvagem,0.99,352
"Stranger in a Strange Land",0.99,352
"Wherever You May Go",0.99,352
"A Noite Do Meu Bem",0.99,352
"Love Removal Machine",0.99,352
"Show Me How to Live (Live at the Quart Festival)",0.99,352
"I Can't Quit You Baby(2)",0.99,352
"Segue O Seco",0.99,352
"Rock On",0.99,352
Nervosa,0.99,352
Jerusalem,0.99,352
"D'Yer Mak'er",0.99,352
"Be Mine",0.99,352
Bad,0.99,352
Badge,0.99,352
"Princess of the Dawn",0.99,352
"Out Of Sight",0.99,352
"United Colours",0.99,352
"It's Just A Thought",0.99,352
Caprichosos,0.99,352
"Smells Like Teen Spirit",0.99,352
"Suck On The Jugular",0.99,352
"Rehab (Hot Chip Remix)",0.99,352
"The Ides Of March",0.99,352
Astronomy,0.99,352
"It Doesn't Matter",0.99,352
Palco,0.99,352
"Atras Da Porta",0.99,352
"Since I've Been Loving You",0.99,352
"No Fundo Do Quintal Da Escola",0.99,352
Cathedral,0.99,352
Pristina,0.99,352
"It Ain't Like That",0.99,352
"Red House",0.99,352
Arc,0.99,352
"Knocking At Your Back Door",0.99,352
"Bop Boogie",0.99,352
"Um Amor, Um Lugar",0.99,352
Primavera,0.99,352
"Love Conquers All",0.99,352
Berimbau,0.99,352
"A Festa Do Santo Reis",0.99,352
"Dream Of Mirrors",0.99,352
"Invisible Kid",0.99,352
"Clash City Rockers",0.99,352
"Din Din Wo (Little Child)",0.99,352
"Shotgun Blues",0.99,352
"Na Frente Da TV",0.99,352
Aquilo,0.99,352
"For Your Babies",0.99,352
"Sem Essa de Malandro Agulha",0.99,352
"Monkey Wrench",0.99,352
"Laguna Sunrise",0.99,352
Heartbreaker,0.99,352
"My Melancholy Blues",0.99,352
Desire,0.99,352
"Flor De Lis",0.99,352
"Eu E Ela",0.99,352
"Blood On The World's Hands",0.99,352
"Fora Da Ordem",0.99,352
Dance,0.99,352
"Message in a Bottle (new classic rock mix)",0.99,352
"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",0.99,352
"Blood Brothers",0.99,352
"Samba da Bençaco",0.99,352
Flower,0.99,352
"Quanta (Live)",0.99,352
"Eclipse Oculto",0.99,352
"You Shook Me",0.99,352
"Don't Go Back To Rockville",0.99,352
Zooropa,0.99,352
"What It Takes",0.99,352
"Planet Home",0.99,352
"Todo Amor Que Houver Nesta Vida",0.99,352
Compulsion,0.99,352
Mundaréu,0.99,352
"I Can't Explain",0.99,352
"The Evil That Men Do",0.99,352
"The Invisible Man",0.99,352
"Until It Sleeps",0.99,352
God,0.99,352
"St. Jimmy",0.99,352
Etnia,0.99,352
"Celebration Day",0.99,352
"They're Red Hot",0.99,352
"You Really Got Me",0.99,352
"Ugly In The Morning",0.99,352
"Set It Off",0.99,352
"Charles Anjo 45",0.99,352
"Pick Myself Up",0.99,352
"Love Is Blindness",0.99,352
"Right Next Door to Hell",0.99,352
"Samba Makossa",0.99,352
"Pais E Filhos",0.99,352
"Road Trippin'",0.99,352
"A Bencao E Outros",0.99,352
Principiando/Decolagem,0.99,352
"Spanish moss-"A sound portrait"-Spanish moss",0.99,352
"Hot Rockin'",0.99,352
"Fat Bottomed Girls",0.99,352
"Love And Peace Or Else",0.99,352
Action,0.99,352
"Proud Mary",0.99,352
"Me Liga",0.99,352
Palavras,0.99,352
"Sea of Madness",0.99,352
"Cry For Love",0.99,352
"Blues For Pablo (Alternate Take)",0.99,352
"Spirit Walker",0.99,352
"Shape of Things to Come",0.99,352
"Brighter Than a Thousand Suns",0.99,352
"Communication Breakdown(2)",0.99,352
"A Menina Dança",0.99,352
"Mack The Knife",0.99,352
"Book Of Thel",0.99,352
"The Crunge",0.99,352
Departure,0.99,352
"With Or Without You",0.99,352
"Aprendendo A Jogar",0.99,352
"Fast As a Shark",0.99,352
"Como Estais Amigos",0.99,352
"Pagan Baby",0.99,352
Mangueira,0.99,352
"Shout At The Devil",0.99,352
"Out Of Tears",0.99,352
"He Can Only Hold Her",0.99,352
"05 - Phantom of the Opera",0.99,352
"Turn The Page",0.99,352
Blitzkrieg,0.99,352
"Expresso 2222",0.99,352
Friends,0.99,352
"Maluco Beleza",0.99,352
"Where Have All The Good Times Gone?",0.99,352
"Paths Of Glory",0.99,352
"Bleed The Freak",0.99,352
"Green Disease",0.99,352
"Strange Kind Of Woman",0.99,352
"How High The Moon",0.99,352
"O Trem Da Juventude",0.99,352
"Squeeze Box",0.99,352
"Still Life",0.99,352
Strutter,0.99,352
Fuel,0.99,352
"Dark Corners",0.99,352
"Danny Boy, Danny Boy",0.99,352
